Bitcoin historical data for past 10 days
Coin: Tether, Day: 13-03-2020, Price: 0.9872924012909189, Market Cap: 4308381652.1723, Volume: 65370235004.51704, News Sentiment: 0.07
Coin: Tether, Day: 12-03-2020, Price: 0.9988167988364098, Market Cap: 4311456649.06912, Volume: 45304260520.12959, News Sentiment: 0.24
Coin: Tether, Day: 11-03-2020, Price: 1.0005299047245786, Market Cap: 4301130617.355973, Volume: 47930121433.38325, News Sentiment: 0.23
Coin: Tether, Day: 10-03-2020, Price: 1.0034549666648542, Market Cap: 4299840152.818669, Volume: 60711640591.94306, News Sentiment: 0.12
Coin: Tether, Day: 09-03-2020, Price: 0.9959001265680464, Market Cap: 4262796415.2644653, Volume: 41092822471.060905, News Sentiment: 0.07
Coin: Tether, Day: 08-03-2020, Price: 1.0010701016406582, Market Cap: 4288082506.561007, Volume: 44669108239.37727, News Sentiment: 0.09
Coin: Tether, Day: 07-03-2020, Price: 1.000406495817782, Market Cap: 4292195689.740502, Volume: 48040883409.130745, News Sentiment: -0.01
Coin: Tether, Day: 06-03-2020, Price: 0.9990440784866556, Market Cap: 4283452585.4754834, Volume: 46015872915.016624, News Sentiment: 0.16
Coin: Tether, Day: 05-03-2020, Price: 1.0016485814050076, Market Cap: 4294158069.3345623, Volume: 43525699046.66516, News Sentiment: 0.17
Coin: Tether, Day: 04-03-2020, Price: 1.0008393315870856, Market Cap: 4290848897.27709, Volume: 69962062115.36945, News Sentiment: 0.17
Coin: Tether, Day: 03-03-2020, Price: 1.000332896579984, Market Cap: 4287612678.8629875, Volume: 62844694239.69653, News Sentiment: 0.12
Coin: Tether, Day: 02-03-2020, Price: 1.0013864250869449, Market Cap: 4287586058.2481146, Volume: 40679056015.069176, News Sentiment: 0.06
Coin: Tether, Day: 01-03-2020, Price: 0.9987546750406746, Market Cap: 4281707677.9713054, Volume: 39523155374.76641, News Sentiment: 0.14
Coin: Tether, Day: 29-02-2020, Price: 1.0000582906022206, Market Cap: 4284583525.7589073, Volume: 50928255293.28052, News Sentiment: 0.12
Coin: Tether, Day: 28-02-2020, Price: 0.9997179462518065, Market Cap: 4290501476.9167504, Volume: 53511612145.49837, News Sentiment: 0.1

Litecoin historical data for past 10 days
Coin: Litecoin, Day: 18-03-2020, Price: 34.52394451160115, Market Cap: 2232853826.640809, Volume: 2945929415.658272, News Sentiment: 0.14
Coin: Litecoin, Day: 17-03-2020, Price: 32.786377810915454, Market Cap: 2108163870.3970861, Volume: 3434261352.815002, News Sentiment: 0.14
